n,mean_predicted,observed_rate
116,0.07390011743119432,0.04310344827586207
116,0.10736286169314074,0.04310344827586207
116,0.13682929521147288,0.06896551724137931
115,0.1601562823550874,0.034782608695652174
116,0.1785114256752068,0.04310344827586207
116,0.20594910133329217,0.04310344827586207
115,0.24576736655299172,0.09565217391304348
116,0.289861800248658,0.06896551724137931
116,0.3581833830141436,0.07758620689655173
116,0.4850418851331226,0.11206896551724138
