n,mean_predicted,observed_rate
116,0.1251139896372749,0.06896551724137931
116,0.22164412939344433,0.12931034482758622
116,0.2892868801040096,0.3017241379310345
115,0.3425821744413499,0.2608695652173913
116,0.4161547123611559,0.3620689655172414
116,0.5023673697797897,0.43103448275862066
115,0.5859964551173373,0.591304347826087
116,0.6531155514246694,0.5431034482758621
116,0.7127618004146719,0.646551724137931
116,0.78332040325898,0.7413793103448276
