n,mean_predicted,observed_rate
116,0.09907043577088136,0.017241379310344827
116,0.15799347293383095,0.07758620689655173
116,0.21232850241355758,0.11206896551724138
115,0.25987641909921455,0.1826086956521739
116,0.31493072611127104,0.16379310344827586
116,0.40296855209136806,0.2413793103448276
115,0.48295367350207813,0.2608695652173913
116,0.5746792804978259,0.41379310344827586
116,0.6641510805893764,0.5
116,0.7643694496863135,0.5172413793103449
