n,mean_predicted,observed_rate
116,0.08088009458329083,0.0603448275862069
116,0.11663322346400444,0.08620689655172414
116,0.14225584979429948,0.02586206896551724
115,0.16110968053219094,0.008695652173913044
116,0.18358846398677475,0.06896551724137931
116,0.2102723687054807,0.0603448275862069
115,0.2417267835544139,0.02608695652173913
116,0.28369714422416803,0.09482758620689655
116,0.3521612974609748,0.07758620689655173
116,0.4798376833667447,0.1206896551724138
