metric,estimate
calibration_intercept,-0.27422359304474786
calibration_slope,1.044140671514398
brier_score,0.20064892521103658
expected_calibration_error,0.05917920773533223
integrated_calibration_index,0.05562255172272927
median_absolute_calibration_error,0.058714428044882416
p90_absolute_calibration_error,0.06810345550378542
