outcome,outcome_label,feature_set,feature_set_label,model,n_evaluations,n_total,n_groups_total,target_positive,target_negative,features,accuracy_mean,accuracy_std,accuracy_median,balanced_accuracy_mean,balanced_accuracy_std,balanced_accuracy_median,macro_f1_mean,macro_f1_std,macro_f1_median,weighted_f1_mean,weighted_f1_std,weighted_f1_median,sensitivity_mean,sensitivity_std,sensitivity_median,specificity_mean,specificity_std,specificity_median,ppv_mean,ppv_std,ppv_median,npv_mean,npv_std,npv_median,roc_auc_mean,roc_auc_std,roc_auc_median,pr_auc_mean,pr_auc_std,pr_auc_median,brier_mean,brier_std,brier_median,test_group_overlap_fraction_mean,test_group_overlap_fraction_std,test_group_overlap_fraction_median
death_after_fall_next_year,Death after fall in next year,functional_no_availability,Functional values without explicit assessment-availability indicators,gradient_boosting,25,1158,242,73,1085,"[""SEXO"", ""EDAD_T"", ""TPO_INSTIT_T"", ""NUM_CAIDA_T"", ""FALL_T"", ""FALLS_PREV_2Y_T"", ""FALLS_PREV_3Y_T"", ""CAIDAS_ACUM_T"", ""EVER_FALLEN_T"", ""OBSERVED_YEARS_T"", ""MEAN_FALLS_OBSERVED_T"", ""AYUDA_HABITUAL_T"", ""TINETTI_LAST_T"", ""BERG_LAST_T""]",0.9191739322078551,0.015407712686443401,0.9227467811158798,0.5043471575424512,0.021723498082127497,0.4954337899543379,0.4986059746675347,0.032005553944220604,0.48214285714285715,0.899877636071042,0.009180851081715147,0.9009465085225041,0.029714285714285714,0.04778305091398545,0.0,0.9789800293706166,0.016936745473606848,0.9861111111111112,0.07771328671328671,0.15503740205111913,0.0,0.9375122119295398,0.0030751181530860724,0.9380530973451328,0.5767411290341221,0.05555119517743678,0.5778801843317972,0.11229057186874965,0.03278893495761563,0.10304012186099418,0.07015611633279667,0.00958633803812987,0.06640623727670747,0.0,0.0,0.0
death_after_fall_next_year,Death after fall in next year,functional_no_availability,Functional values without explicit assessment-availability indicators,logistic_balanced,25,1158,242,73,1085,"[""SEXO"", ""EDAD_T"", ""TPO_INSTIT_T"", ""NUM_CAIDA_T"", ""FALL_T"", ""FALLS_PREV_2Y_T"", ""FALLS_PREV_3Y_T"", ""CAIDAS_ACUM_T"", ""EVER_FALLEN_T"", ""OBSERVED_YEARS_T"", ""MEAN_FALLS_OBSERVED_T"", ""AYUDA_HABITUAL_T"", ""TINETTI_LAST_T"", ""BERG_LAST_T""]",0.6760559272785435,0.04661929759478206,0.6767241379310345,0.6064102002607761,0.06312262529193251,0.6152073732718895,0.483600247806362,0.027794915101482017,0.47995018679950185,0.7580549208715494,0.0335999093528806,0.7588621241782266,0.5266666666666666,0.14040218658727607,0.5333333333333333,0.6861537338548857,0.05334620011115053,0.6728110599078341,0.1015445043758516,0.02203047825243115,0.10101010101010101,0.9558898673841557,0.011921424714665285,0.9565217391304348,0.6296989397691596,0.06954430161879216,0.6236559139784946,0.11821278036220492,0.03228796402193877,0.10735193882117361,0.20737412070574276,0.018677227981377817,0.2053540952632995,0.0,0.0,0.0
death_after_fall_next_year,Death after fall in next year,functional_no_availability,Functional values without explicit assessment-availability indicators,random_forest_balanced,25,1158,242,73,1085,"[""SEXO"", ""EDAD_T"", ""TPO_INSTIT_T"", ""NUM_CAIDA_T"", ""FALL_T"", ""FALLS_PREV_2Y_T"", ""FALLS_PREV_3Y_T"", ""CAIDAS_ACUM_T"", ""EVER_FALLEN_T"", ""OBSERVED_YEARS_T"", ""MEAN_FALLS_OBSERVED_T"", ""AYUDA_HABITUAL_T"", ""TINETTI_LAST_T"", ""BERG_LAST_T""]",0.9093357873485084,0.017391779493829928,0.9134199134199135,0.5286932018731936,0.030587167301818655,0.5288018433179723,0.5299098048253095,0.03561951982182495,0.5375375375375375,0.8988960462322955,0.010197868812618643,0.9013860934737403,0.09314285714285714,0.07057800453478312,0.07142857142857142,0.9642435466035298,0.020571880314699302,0.9675925925925926,0.15518894438894437,0.11668877201416748,0.16666666666666666,0.9405309422285917,0.004355579686029909,0.9414414414414415,0.5765753238938903,0.05141635254573071,0.5788347597103357,0.12118963215422543,0.035892073819299694,0.1060470225063832,0.09619598835676896,0.008875025555667836,0.09421318305904572,0.0,0.0,0.0
death_after_fall_next_year,Death after fall in next year,functional_no_ayuda,Functional latest-carried-forward set excluding habitual aid,dummy_stratified,25,1158,242,73,1085,"[""SEXO"", ""EDAD_T"", ""TPO_INSTIT_T"", ""NUM_CAIDA_T"", ""FALL_T"", ""FALLS_PREV_2Y_T"", ""FALLS_PREV_3Y_T"", ""CAIDAS_ACUM_T"", ""EVER_FALLEN_T"", ""OBSERVED_YEARS_T"", ""MEAN_FALLS_OBSERVED_T"", ""TINETTI_LAST_T"", ""BERG_LAST_T"", ""HAS_FUNCTIONAL_T"", ""YEARS_SINCE_FUNCTIONAL_T""]",0.8903238595851731,0.00565032518651414,0.8917748917748918,0.5006049415784788,0.023694128749414296,0.5079877112135177,0.5005133119291434,0.02540515766958382,0.5083014048531289,0.8861471344620481,0.005871258612534129,0.8866246701210798,0.05466666666666667,0.044141256113840184,0.06666666666666667,0.9465432164902908,0.003991185345173225,0.9447004608294931,0.06487179487179487,0.05248065087017478,0.07692307692307693,0.9370488069617546,0.003379923219653253,0.9363636363636364,0.5006049415784788,0.023694128749414296,0.5079877112135177,0.06533976283250788,0.004863559004700876,0.06493506493506493,0.10967614041482687,0.005650325186514115,0.10822510822510822,0.0,0.0,0.0
death_after_fall_next_year,Death after fall in next year,functional_no_ayuda,Functional latest-carried-forward set excluding habitual aid,gradient_boosting,25,1158,242,73,1085,"[""SEXO"", ""EDAD_T"", ""TPO_INSTIT_T"", ""NUM_CAIDA_T"", ""FALL_T"", ""FALLS_PREV_2Y_T"", ""FALLS_PREV_3Y_T"", ""CAIDAS_ACUM_T"", ""EVER_FALLEN_T"", ""OBSERVED_YEARS_T"", ""MEAN_FALLS_OBSERVED_T"", ""TINETTI_LAST_T"", ""BERG_LAST_T"", ""HAS_FUNCTIONAL_T"", ""YEARS_SINCE_FUNCTIONAL_T""]",0.9203748704489514,0.01298999322276839,0.922077922077922,0.5024117668395257,0.019230650111782047,0.49539170506912444,0.4968024907038182,0.02851736081584581,0.481981981981982,0.900265433926507,0.008347736214264146,0.9013104013104013,0.02419047619047619,0.038142827418096735,0.0,0.9806330574885753,0.013398207388248493,0.9815668202764977,0.08511111111111111,0.15603200842878678,0.0,0.9372694633639673,0.002740971611178408,0.9383259911894273,0.5729825430344585,0.055060364073026447,0.5594140882159315,0.11205266160486627,0.03461630646258687,0.10228810725016177,0.06958828326307512,0.008619064621817999,0.06723873122335555,0.0,0.0,0.0
death_after_fall_next_year,Death after fall in next year,functional_no_ayuda,Functional latest-carried-forward set excluding habitual aid,logistic_balanced,25,1158,242,73,1085,"[""SEXO"", ""EDAD_T"", ""TPO_INSTIT_T"", ""NUM_CAIDA_T"", ""FALL_T"", ""FALLS_PREV_2Y_T"", ""FALLS_PREV_3Y_T"", ""CAIDAS_ACUM_T"", ""EVER_FALLEN_T"", ""OBSERVED_YEARS_T"", ""MEAN_FALLS_OBSERVED_T"", ""TINETTI_LAST_T"", ""BERG_LAST_T"", ""HAS_FUNCTIONAL_T"", ""YEARS_SINCE_FUNCTIONAL_T""]",0.6643107621541773,0.04356344898855356,0.6623376623376623,0.6044406769784931,0.057540699399100934,0.6018433179723502,0.47742097644049397,0.023056852972386802,0.47792207792207797,0.7494637032917272,0.03204265953595323,0.7505991926667227,0.5358095238095238,0.1365687387661,0.5714285714285714,0.6730718301474624,0.05124469152458876,0.6728110599078341,0.09867500759028003,0.018002589443446498,0.09473684210526316,0.9559172884863903,0.011463601513160487,0.9562043795620438,0.6353226061277524,0.06280000889886339,0.6304147465437787,0.11645147740948497,0.025865962754079205,0.11623624524655782,0.2114592524224625,0.02054783459099501,0.2071089784878998,0.0,0.0,0.0
death_after_fall_next_year,Death after fall in next year,functional_no_ayuda,Functional latest-carried-forward set excluding habitual aid,random_forest_balanced,25,1158,242,73,1085,"[""SEXO"", ""EDAD_T"", ""TPO_INSTIT_T"", ""NUM_CAIDA_T"", ""FALL_T"", ""FALLS_PREV_2Y_T"", ""FALLS_PREV_3Y_T"", ""CAIDAS_ACUM_T"", ""EVER_FALLEN_T"", ""OBSERVED_YEARS_T"", ""MEAN_FALLS_OBSERVED_T"", ""TINETTI_LAST_T"", ""BERG_LAST_T"", ""HAS_FUNCTIONAL_T"", ""YEARS_SINCE_FUNCTIONAL_T""]",0.8951678981867964,0.019335477798557415,0.8961038961038961,0.5262864146494182,0.03250206313408616,0.5195852534562212,0.5230783598096999,0.03198519578460653,0.5227272727272727,0.8910723992880878,0.010152874562470656,0.8938549889921314,0.1041904761904762,0.07948387933933479,0.07142857142857142,0.9483823531083603,0.023685791204020867,0.9490740740740741,0.10708819810482215,0.0663373458599537,0.11764705882352941,0.9403075945373967,0.004733908528243303,0.9403669724770642,0.5907878222707005,0.037546493689246105,0.5916666666666667,0.11747544983714243,0.03215731822864751,0.10748761774083757,0.10415501412205576,0.009660462134539798,0.10261323201386145,0.0,0.0,0.0
fall_next_year,Any fall in next year,core_history,Core demographic and fall-history variables,dummy_stratified,25,1158,242,472,686,"[""SEXO"", ""EDAD_T"", ""TPO_INSTIT_T"", ""NUM_CAIDA_T"", ""FALL_T"", ""FALLS_PREV_2Y_T"", ""FALLS_PREV_3Y_T"", ""CAIDAS_ACUM_T"", ""EVER_FALLEN_T"", ""OBSERVED_YEARS_T"", ""MEAN_FALLS_OBSERVED_T""]",0.5032193172130307,0.03825575042665015,0.4978165938864629,0.48617405453202317,0.03940908339151369,0.4803782505910165,0.4861696240856104,0.039391651592915855,0.4803362472127395,0.5034575144963571,0.03825652009430902,0.4974003951561361,0.3938546414903734,0.04636015562365553,0.3829787234042553,0.5784934675736729,0.03279461415462706,0.5777777777777777,0.39134949016505993,0.04605571983282978,0.3870967741935484,0.5810466454270319,0.032817544079220225,0.5735294117647058,0.48617405453202317,0.039409083391513694,0.48037825059101646,0.40326371962300783,0.017396846848095393,0.4015249375848562,0.49678068278696935,0.03825575042665014,0.5021834061135371,0.0,0.0,0.0
fall_next_year,Any fall in next year,core_history,Core demographic and fall-history variables,gradient_boosting,25,1158,242,472,686,"[""SEXO"", ""EDAD_T"", ""TPO_INSTIT_T"", ""NUM_CAIDA_T"", ""FALL_T"", ""FALLS_PREV_2Y_T"", ""FALLS_PREV_3Y_T"", ""CAIDAS_ACUM_T"", ""EVER_FALLEN_T"", ""OBSERVED_YEARS_T"", ""MEAN_FALLS_OBSERVED_T""]",0.6684729098207193,0.02780915869327239,0.6610169491525424,0.6496277282077796,0.032543247886984795,0.6376265599246527,0.6505582026908414,0.03244071221582007,0.6394984326018809,0.6650227985348113,0.02982094590651484,0.6562900367997819,0.5476651879408417,0.06586982727460382,0.5319148936170213,0.7515902684747172,0.026283737209808245,0.7591240875912408,0.6017470230594919,0.03281636220065833,0.5974025974025974,0.7083380854188239,0.02956290736941305,0.7045454545454546,0.7194021812912245,0.03066070867275099,0.7142370314274896,0.5951751935248228,0.0359945543617832,0.5918441252924987,0.21175676335432767,0.011413650978887383,0.21397471831590706,0.0,0.0,0.0
fall_next_year,Any fall in next year,core_history,Core demographic and fall-history variables,logistic_balanced,25,1158,242,472,686,"[""SEXO"", ""EDAD_T"", ""TPO_INSTIT_T"", ""NUM_CAIDA_T"", ""FALL_T"", ""FALLS_PREV_2Y_T"", ""FALLS_PREV_3Y_T"", ""CAIDAS_ACUM_T"", ""EVER_FALLEN_T"", ""OBSERVED_YEARS_T"", ""MEAN_FALLS_OBSERVED_T""]",0.6836612753501089,0.027982212760403163,0.688034188034188,0.6727131166409402,0.03056475702179874,0.6806373126128247,0.6723611692945933,0.030053799840232744,0.6786469344608879,0.6835303196858418,0.02841164069282849,0.68643596305775,0.613633963516508,0.05050110030379801,0.6276595744680851,0.7317922697653727,0.0264375886968171,0.7266187050359713,0.6113329030374511,0.03412582619110009,0.6161616161616161,0.734167045654382,0.027084182492077717,0.7407407407407407,0.6901184471830837,0.03763305975948376,0.6924271109428246,0.5799562015791312,0.04460643126705714,0.5825535810444048,0.22154204476503203,0.011411332476070103,0.2201621159017967,0.0,0.0,0.0
fall_next_year,Any fall in next year,core_history,Core demographic and fall-history variables,random_forest_balanced,25,1158,242,472,686,"[""SEXO"", ""EDAD_T"", ""TPO_INSTIT_T"", ""NUM_CAIDA_T"", ""FALL_T"", ""FALLS_PREV_2Y_T"", ""FALLS_PREV_3Y_T"", ""CAIDAS_ACUM_T"", ""EVER_FALLEN_T"", ""OBSERVED_YEARS_T"", ""MEAN_FALLS_OBSERVED_T""]",0.6734563654818798,0.029311403652489836,0.6739130434782609,0.6708465761953808,0.03128051379562335,0.6758093525179856,0.666864639965058,0.030172475472317724,0.6700143472022956,0.6753975598325469,0.02915606131021704,0.6768760526479946,0.6568810143198283,0.05005015849314899,0.648936170212766,0.6848121380709332,0.030789726326101552,0.6861313868613139,0.5892178464758296,0.03193904774410081,0.5876288659793815,0.7443227117263895,0.030790009486062715,0.7401574803149606,0.7392426844792156,0.03063746237054414,0.7387567694843419,0.6277471792340958,0.043304247616442644,0.6180380160152403,0.20568773476881358,0.010728513733783675,0.20483046578786476,0.0,0.0,0.0
fall_next_year,Any fall in next year,core_history_with_ayuda,Core variables plus habitual aid,dummy_stratified,25,1158,242,472,686,"[""SEXO"", ""EDAD_T"", ""TPO_INSTIT_T"", ""NUM_CAIDA_T"", ""FALL_T"", ""FALLS_PREV_2Y_T"", ""FALLS_PREV_3Y_T"", ""CAIDAS_ACUM_T"", ""EVER_FALLEN_T"", ""OBSERVED_YEARS_T"", ""MEAN_FALLS_OBSERVED_T"", ""AYUDA_HABITUAL_T""]",0.5032193172130307,0.03825575042665015,0.4978165938864629,0.48617405453202317,0.03940908339151369,0.4803782505910165,0.4861696240856104,0.039391651592915855,0.4803362472127395,0.5034575144963571,0.03825652009430902,0.4974003951561361,0.3938546414903734,0.04636015562365553,0.3829787234042553,0.5784934675736729,0.03279461415462706,0.5777777777777777,0.39134949016505993,0.04605571983282978,0.3870967741935484,0.5810466454270319,0.032817544079220225,0.5735294117647058,0.48617405453202317,0.039409083391513694,0.48037825059101646,0.40326371962300783,0.017396846848095393,0.4015249375848562,0.49678068278696935,0.03825575042665014,0.5021834061135371,0.0,0.0,0.0
fall_next_year,Any fall in next year,core_history_with_ayuda,Core variables plus habitual aid,gradient_boosting,25,1158,242,472,686,"[""SEXO"", ""EDAD_T"", ""TPO_INSTIT_T"", ""NUM_CAIDA_T"", ""FALL_T"", ""FALLS_PREV_2Y_T"", ""FALLS_PREV_3Y_T"", ""CAIDAS_ACUM_T"", ""EVER_FALLEN_T"", ""OBSERVED_YEARS_T"", ""MEAN_FALLS_OBSERVED_T"", ""AYUDA_HABITUAL_T""]",0.6784676114752242,0.029220725583969,0.6753246753246753,0.6579736162735359,0.03312809634943389,0.6529271206690561,0.6595399569883823,0.03348714382777443,0.6525749733137298,0.6742717807715951,0.031005298930681935,0.6690464660723152,0.5471487305407701,0.060860868902999424,0.53125,0.7687985020063017,0.026341441481738507,0.7737226277372263,0.6187839664319446,0.03746849579958136,0.6190476190476191,0.7124830931550002,0.02820209049895278,0.7066666666666667,0.724926763838165,0.030088241224692315,0.7256626968882058,0.6018108728651232,0.034194484264807354,0.595343169845038,0.2101269194420528,0.011113124107334692,0.2106593951762875,0.0,0.0,0.0
