metric,estimate
calibration_intercept,-0.7954960302766881
calibration_slope,0.98672799982142
brier_score,0.1808086292467889
expected_calibration_error,0.1408790662288289
integrated_calibration_index,0.14090836534852164
median_absolute_calibration_error,0.15428540213312805
p90_absolute_calibration_error,0.1960045994066607
