n,mean_predicted,observed_rate
116,0.052267948330381626,0.02586206896551724
116,0.08879322848195038,0.02586206896551724
116,0.11356881378767648,0.04310344827586207
115,0.15598894513243242,0.06956521739130435
116,0.2032071009155308,0.07758620689655173
116,0.25503453515381885,0.09482758620689655
115,0.3175573809870412,0.06956521739130435
116,0.38940952351640823,0.07758620689655173
116,0.5106836770333846,0.25862068965517243
116,0.7049879871854638,0.41379310344827586
